bibnum,title,author,isbn,publicationyear,publisher,itemtype,itemcollection,floatingitem,itemlocation,reportdate,itemcount,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22
2674374,"Kurs sotvoreni︠i︡a schastlivoĭ sudʹby, ili, vsë genialʹnoe -- zaprosto! : Nash otvet krizisu",Lissi Mussa,"5170591594, 9785170591596",2009,"AST,",acbk,caln,NA,cen,2018-07-01T00:00:00.000,2,Self esteem, Happiness, Self confidence,,,,,,,,,,,,,,,,,,,
2014008,"Military Construction Appropriations for 1965. Part 1. Department of the Navy, Department of the Army : hearings before the United States House Committee on Appropriations, Subcommittee on Military Construction Appropriations, Eighty-Eighth Congress, second session, on March 18, 24, Apr. 8, 1964.",United States. Congress. House. Committee on Appropriations. Subcommittee on Military Construction Appropriations,,1964,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-07-01T00:00:00.000,1,United States Department of Defense Appropriations and expenditures, Military bases United States,,,,,,,,,,,,,,,,,,,,
2994605,The lost,"Durst, Sarah Beth","0778317110, 9780778317111",[2014],"Harlequin MIRA,",acbk,cafic,NA,cen,2018-10-01T00:00:00.000,1,Romantic suspense fiction, Romance fiction, Paranormal fiction,,,,,,,,,,,,,,,,,,,
3338725,The wedding date,"Guillory, Jasmine","0399587667, 9780399587665",2018,"Jove,",acbk,nafic,NA,lcy,2018-04-01T00:00:00.000,1,Dating Social customs Fiction, Mate selection Fiction, Romance fiction,,,,,,,,,,,,,,,,,,,
2722169,Lethal,"Brown, Sandra, 1948-","1455501476, 9781455501472",2011,"Grand Central Pub.,",acbk,nafic,NA,bal,2018-05-01T00:00:00.000,1,Hostages Fiction, Fugitives from justice Fiction, Thrillers Fiction,,,,,,,,,,,,,,,,,,,
2909966,Graceland,"Drafthouse Films ; Imprint Pictures ; produced by Rebecca Lundgren, Sam Rider ; written and directed by Ron Morales.",,2013,"Drafthouse Films,",acdvd,nalndvd,Floating,bea,2018-09-01T00:00:00.000,1,Kidnapping Drama, Political corruption Drama, Betrayal Drama, Philippines Drama, Feature films, Thrillers Motion pictures, Fiction films,,,,,,,,,,,,,,,
3343055,I'm not using the potty,"Gehl, Laura","0374303282, 9780374303280",2018,"Farrar Straus Giroux,",jcbk,ncnew,NA,nga,2018-06-01T00:00:00.000,1,Chickens Juvenile fiction, Eggs Juvenile fiction, Sisters Juvenile fiction, Toilet training Juvenile fiction, Picture books,,,,,,,,,,,,,,,,,
3133255,Big Cat,"Long, Ethan","0823435385, 9780823435388",[2016],"Holiday House,",jcbk,ncrdr,Floating,dth,2018-05-01T00:00:00.000,2,Cats Fiction, Families Fiction, Family life Fiction,,,,,,,,,,,,,,,,,,,
2497959,The emperor's new groove,"[presented by] Walt Disney Pictures ; directed by Mark Dindal ; produced by Randy Fullmer ; story by Chris Williams, Mark Dindal ; screenplay by David Reynolds.","0788861646, 9780788861642",2005,"Disney DVD ; distributed by Buena Vista Home Entertainment,",jcdvd,ncdvd,Floating,fre,2018-09-01T00:00:00.000,1,Kings queens rulers etc Fiction, Llamas Juvenile fiction, Feature films, Childrens films, Animated films, Video recordings for the hearing impaired,,,,,,,,,,,,,,,,
1617046,At work with Grotowski on physical actions,"Richards, Thomas, 1962-","0415124913, 0415124921",1995,"Routledge,",acbk,canf,NA,cen,2018-07-01T00:00:00.000,2,Grotowski Jerzy 1933 1999 Criticism and interpretation,,,,,,,,,,,,,,,,,,,,,
2945272,Little boy Brown,"Harris, Isobel","1592701353, 9781592701353",2013,"Enchanted Lion Books,",jcbk,ncpic,NA,gwd,2018-09-01T00:00:00.000,1,Loneliness Juvenile fiction, New York N Y History 20th century Juvenile fiction,,,,,,,,,,,,,,,,,,,,
2598149,Muppet Treasure Island,"Jim Henson Productions ; Walt Disney Pictures ; producers, Martin G. Baker, Brian Henson ; screenplay by Jerry Juhl & Kirk R. Thatcher and James V. Hart ; directed by Brian Henson.","0788859838, 9780788859830",[2005],"Disney DVD : Distributed by Buena Vista Home Entertainment,",jcdvd,ncdvd,Floating,mon,2018-11-01T00:00:00.000,1,Muppets Fictitious characters Juvenile drama, Treasure Island Imaginary place Juvenile drama, Treasure troves Juvenile drama, Pirates Juvenile drama, Action and adventure films, Feature films, Childrens films, Fiction films, Video recordings for the hearing impaired,,,,,,,,,,,,,
2635951,The case of the case of mistaken identity,"Barnett, Mac","0307710408, 9780307710406",[2010],"Random House/Listening Library,",jccd,ncbocd,Floating,bal,2018-02-01T00:00:00.000,1,Mistaken identity Juvenile fiction, Books and reading Juvenile fiction, Librarians Juvenile fiction, Police Juvenile fiction, Quilts Juvenile fiction, Humorous fiction, Mystery fiction,,,,,,,,,,,,,,,
3161654,Hello Raspberry Pi! : Python programming for kids and other beginners,"Heitz, Ryan","1617292451, 9781617292453",2016,"Manning Publications Company,",jcbk,ncnf,NA,dth,2018-01-01T00:00:00.000,1,Raspberry Pi Computer Juvenile literature, Computer programming Juvenile literature, Python Computer program language Juvenile literature, Programming languages Electronic computers Juvenile literature,,,,,,,,,,,,,,,,,,
2002392,"General Revenue Revision. Part 3. Topics 31-39 : hearings before the United States House Committee on Ways and Means, Eighty-Third Congress, first session, on Aug. 6, 10-14, 1953.",United States. Congress. House. Committee on Ways and Means,,1953,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-04-01T00:00:00.000,1,Income tax Law and legislation United States,,,,,,,,,,,,,,,,,,,,,
2016335,"Cold War GI Bill : hearings before the United States Senate Committee on Labor and Public Welfare, Subcommittee on Veterans Affairs, Eighty-Eighth Congress, first session, on Apr. 9, 10, 23, 24, May 7, 1963.",United States. Congress. Senate. Committee on Labor and Public Welfare. Subcommittee on Veterans' Affairs,,1963,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-06-01T00:00:00.000,1,Veterans Education Law and legislation United States,,,,,,,,,,,,,,,,,,,,,
2957520,Forbidden Hollywood. Volume 6.,,,[2013],"Turner Entertainment Co. ; Warner Bros. Entertainment, Inc. : Distributed by Warner Home Video,",acdvd,nadvd,Floating,swt,2018-11-01T00:00:00.000,1,Alcoholism Drama, Triangles Interpersonal relations Drama, Prostitutes Drama, Man woman relationships Drama, Indians Treatment of Drama, Feature films, Fiction films, Melodramas Motion pictures,,,,,,,,,,,,,,
2626065,Carrion comfort,"Simmons, Dan, 1948-","0312567073, 9780312567071",2009,"Thomas Dunne Books/St. Martin's Griffin,",acbk,nafic,NA,bro,2018-05-01T00:00:00.000,1,Vampires Fiction, Psychic ability Fiction, Horror fiction, Science fiction,,,,,,,,,,,,,,,,,,
2412640,Les amants réguliers = Regular lovers,"Maïa Films ; Arte France Cinéma with the participation of MEDIA Programme of the European Union and Centre National de la Cinématographie ; un film de Philippe Garrel ; produced by Gilles Sandoz ; scenario collaborators, Arlette Langmann and Marc Cholodenko ; scenario and dialogue, Philippe Garrel ; directed by Philippe Garrel.",,[2007],"Zeitgeist Films,",acdvd,calndvd,NA,cen,2018-04-01T00:00:00.000,2,College students France Paris Drama, Poets Drama, Riots France Paris Drama, Nineteen sixty eight A D Drama, France Intellectual life 20th century Drama, France Politics and government 1958 1969 Drama, Paris France Drama, Feature films, Motion pictures French,,,,,,,,,,,,,
3225791,Ranma 1,"Takahashi, Rumiko, 1957-","1421566192, 9781421566191",2015,"Viz Media,",acbk,nycomic,NA,bea,2018-12-01T00:00:00.000,1,Martial artists Comic books strips etc, Teachers Comic books strips etc, Interpersonal relations Comic books strips etc, Teenage boys Japan Comic books strips etc, High school students Japan Comic books strips etc, Martial arts Comic books strips etc, Graphic novels,,,,,,,,,,,,,,,
2712060,Getting started in mutual funds,"Hall, Alvin D.","0470521147, 9780470521144",[2011],"Wiley,",acbk,nanf,NA,cap,2018-10-01T00:00:00.000,1,Mutual funds, Investments, Mutual funds United States, Investments United States,,,,,,,,,,,,,,,,,,
2737722,How to carve freakishly cool pumpkins,"Schuette, Sarah L., 1976-","1429654201, 9781429654203",2011,"Capstone Press,",jcbk,nchol,NA,swt,2018-09-01T00:00:00.000,1,Halloween decorations Juvenile literature, Jack o lanterns Juvenile literature,,,,,,,,,,,,,,,,,,,,
3378781,Crocodiles and other reptiles,"West, David, 1956-","1508193908, 1508194262, 9781508193906, 9781508194262",2018,"Windmill Books, an imprint of Rosen Publishing,",jcbk,ncnew,NA,cap,2018-11-01T00:00:00.000,1,Crocodiles Juvenile literature, Reptiles Juvenile literature, Crocodiles, Reptiles,,,,,,,,,,,,,,,,,,
3346678,"I survived the Children's Blizzard, 1888","Tarshis, Lauren","0545919770, 0545919789, 9780545919777, 9780545919784",2018,"Scholastic Inc.,",jcbk,ncfic,NA,swt,2018-11-01T00:00:00.000,1,Blizzards Dakota Territory History 19th century Juvenile fiction, Pioneer children Dakota Territory Juvenile fiction, Survival Dakota Territory Juvenile fiction, Dakota Territory History Juvenile fiction, Frontier and pioneer life Dakota Territory Juvenile fiction,,,,,,,,,,,,,,,,,
1294271,"Map showing lava-flow hazard zones, Island of Hawaii",Geological Survey (U.S.),,1992,"The Survey ; For sale by Map Distribution,",acmap,caref,NA,cen,2018-05-01T00:00:00.000,1,Volcanic hazard analysis Hawaii Hawaii Island Maps, Lava Hawaii Hawaii Island Maps,,,,,,,,,,,,,,,,,,,,
2522995,"Jim Copp, will you tell me a story? : three uncommonly clever tales","Copp, Jim","0152063315, 9780152063313",2008,"Harcourt,",jcbk,ncef,NA,bro,2018-07-01T00:00:00.000,1,Schools Fiction, Music teachers Juvenile fiction, Memory Juvenile fiction, Short stories, Stories in rhyme Juvenile fiction,,,,,,,,,,,,,,,,,
3168787,Gator dad,"Lies, Brian","0544534336, 9780544534339",[2016],"Houghton Mifflin Harcourt,",jcbk,ncpic,NA,net,2018-12-01T00:00:00.000,1,Alligators Juvenile fiction, Father and child Juvenile fiction,,,,,,,,,,,,,,,,,,,,
3218038,The red prince,"Roscoe, Charlie","0763689122, 9780763689124",2016,"Templar Books, an imprint of Candlewick Press,",jcbk,ncpic,NA,cap,2018-02-01T00:00:00.000,1,Princes Juvenile fiction, Kidnapping Juvenile fiction, Kidnapping victims Juvenile fiction, Rescues Juvenile fiction, Courage Juvenile fiction, Friendship Juvenile fiction,,,,,,,,,,,,,,,,
1860423,Classical audition speeches for men,"Marlow, Jean","0435070266, 0713642483",[1996],"A&C Black ; Heinemann,",acbk,canf,NA,cen,2018-05-01T00:00:00.000,1,Monologues, Acting Auditions,,,,,,,,,,,,,,,,,,,,
3144580,Body language for dummies,"Kuhnke, Elizabeth","1119067391, 9781119067399",2015,"John Wiley & Sons,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,2,Body language,,,,,,,,,,,,,,,,,,,,,
444589,,,,,,acmus,camus,NA,cen,2018-05-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
2760665,Citizen scientists : be a part of scientific discovery from your own backyard,"Burns, Loree Griffin","0805090622, 0805095179, 9780805090628, 9780805095173",2012,"H. Holt,",jcbk,ncnf,NA,lcy,2018-10-01T00:00:00.000,1,Suburban animals Research Citizen participation Juvenile literature, Suburban animals Monitoring Citizen participation Juvenile literature, Suburban animals Juvenile literature,,,,,,,,,,,,,,,,,,,
3078517,Cook your butt off! : lose up to a pound a day with fat-burning foods and gluten-free recipes,"DiSpirito, Rocco","1455583529, 9781455583522",2015,"Grand Central Life & Style,",acbk,nanf,NA,rbe,2018-12-01T00:00:00.000,1,Gluten free diet Recipes, Reducing diets Recipes, Cookbooks,,,,,,,,,,,,,,,,,,,
3287224,The keto reset diet : reboot your metabolism in 21 days and burn fat forever,"Sisson, Mark, 1953-","1524762237, 9781524762230",[2017],"Harmony Books,",acbk,canf,NA,cen,2018-01-01T00:00:00.000,1,Reducing diets, Ketogenic diet, Metabolism, Cookbooks,,,,,,,,,,,,,,,,,,
189943,"Drago J. Prelog; Gemälde, Grafik. Neue Galerie am Landesmuseum Joanneum, Graz, 17.3-3.4.1972.","Prelog, Drago J., 1939-",,[1972?],"[publisher not identified],",arbk,cs8r,NA,cen,2018-06-01T00:00:00.000,1,Prelog Drago J 1939 Exhibitions,,,,,,,,,,,,,,,,,,,,,
3165785,The waste land and other poems,"Eliot, T. S. (Thomas Stearns), 1888-1965","014243731X, 9780142437315",2003,"Penguin Books,",acbk,nanf,NA,uni,2018-08-01T00:00:00.000,1,English poetry 20th century,,,,,,,,,,,,,,,,,,,,,
3181811,Favorite stories from Cowgirl Kate and Cocoa : spring babies,"Silverman, Erica","0544668448, 0544668456, 9780544668447, 9780544668454",2016,"Green Light Readers/Houghton Mifflin Harcourt,",jcbk,ccrdr,NA,cen,2018-02-01T00:00:00.000,3,Cowgirls Juvenile fiction, Horses Juvenile fiction, Animals Infancy Juvenile fiction,,,,,,,,,,,,,,,,,,,
20015,I am Elijah Thrush.,"Purdy, James, 1914-2009",,1972,"Doubleday.,",acbk,cs3fic,NA,cen,2018-08-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
3389160,The Harlem Globetrotters present the points behind basketball,"Dobrow, Larry","1481487515, 1481487523, 9781481487511, 9781481487528, 9781481487535",[2018],"An imprint of Simon & Schuster Children's Publishing Division,",jcbk,ncnf,NA,mon,2018-11-01T00:00:00.000,1,Harlem Globetrotters Juvenile literature, Newton Isaac 1642 1727 Juvenile literature, Basketball Juvenile literature, Physics Juvenile literature, Readers Publications,,,,,,,,,,,,,,,,,
3336660,Sadie's snowy tu B'Shevat,"Korngold, Jamie S.","1512426776, 1512426792, 9781512426779, 9781512426793",[2018],"Kar-Ben Publishing,",jcbk,nchol,NA,col,2018-12-01T00:00:00.000,1,Plants Juvenile fiction, Tu bi Shevat Juvenile fiction, Judaism Customs and practices Juvenile fiction, Jews United States Juvenile fiction, Plants Fiction, Tu bi Shevat Fiction, Judaism Customs and practices Fiction, Jews United States Fiction,,,,,,,,,,,,,,
3132087,Before we were strangers : a love story,"Carlino, Renée","1501105779, 9781501105777",2015,"Atria Paperback,",acbk,nafic,NA,cap,2024-01-01T00:00:00.000,1,Man woman relationships Fiction, Love stories,,,,,,,,,,,,,,,,,,,,
1624762,Effect of trade agreements : report (to accompany H. Con. Res. 246 which ... was referred jointly to the Committee on Ways and Means and the Committee on Energy and Commerce).,United States. Congress. House. Committee on Energy and Commerce,,[1992-],"[U.S. G.P.O.],",armfc,cadocmf,NA,cen,2018-05-01T00:00:00.000,1,Public health laws International, Labor laws and legislation International, Environmental law International, International trade,,,,,,,,,,,,,,,,,,
2603275,Man's search for meaning,"Frankl, Viktor E. (Viktor Emil), 1905-1997","0807014265, 0807014273, 9780807014264, 9780807014271",[2006],"Beacon Press,",acbk,nanf,NA,swt,2018-02-01T00:00:00.000,1,Frankl Viktor E Viktor Emil 1905 1997, Holocaust Jewish 1939 1945 Personal narratives, Holocaust Jewish 1939 1945 Psychological aspects, Psychologists Austria Biography, Logotherapy,,,,,,,,,,,,,,,,,
485170,Materials for the study of elementary economics,"Marshall, Leon C. (Leon Carroll), 1879-1966",,[1913],"The University of Chicago press,",acbk,cs6,NA,cen,2018-08-01T00:00:00.000,1,Economics,,,,,,,,,,,,,,,,,,,,,
3236683,The trouble with dukes,"Burrowes, Grace","1455569968, 9781455569960",2016,"Forever,",acbk,cafic,NA,cen,2018-07-01T00:00:00.000,2,Scots England Fiction, Nobility England Fiction, Soldiers England Fiction, Man woman relationships England Fiction, London England Social life and customs 19th century Fiction, England Social life and customs 19th century Fiction, Historical fiction, Romance fiction, Regency fiction,,,,,,,,,,,,,
2851787,"The forager's harvest : a guide to identifying, harvesting, and preparing edible wild plants","Thayer, Samuel","0976626608, 9780976626602",[2006],"Forager's Harvest,",acbk,nanf,NA,wts,2018-02-01T00:00:00.000,1,Wild plants Edible, Wild foods,,,,,,,,,,,,,,,,,,,,
2922767,"Seattle street art. Volume #4, The vogue wall","Davis, Robert ""Fritz""","1477514791, 9781477514795",©2012.,"Urbansubcultures,",acbk,nanf,NA,bro,2018-03-01T00:00:00.000,1,Street art Washington State Seattle, Graffiti Washington State Seattle,,,,,,,,,,,,,,,,,,,,
3180234,Secrets of the circus,"Klise, Kate","1616205660, 9781616205669",[2016],"Algonquin Young Readers,",jcbk,ncfic,NA,swt,2018-05-01T00:00:00.000,1,Conduct of life Juvenile fiction, Circus Juvenile fiction, Pen pals Juvenile fiction,,,,,,,,,,,,,,,,,,,
2315114,A death in Brazil : a book of omissions,"Robb, Peter, 1946-",312424876,[2004],"Picador,",acbk,nanf,NA,gwd,2018-07-01T00:00:00.000,1,Robb Peter Travel Brazil, Social problems Brazil History, Brazil Description and travel, Brazil Social life and customs 20th century, Brazil History, Brazil Politics and government 1985 2002,,,,,,,,,,,,,,,,
163785,The Detroit Tigers,"Lieb, Fred, 1888-1980",,[1946],"G. P. Putnam's Sons,",acbk,cs8,NA,cen,2018-11-01T00:00:00.000,1,Detroit Tigers Baseball team,,,,,,,,,,,,,,,,,,,,,
2653153,"Emma Dilemma, the nanny, and the secret ferret","Hermes, Patricia","0761456503, 9780761456506",2010,"Marshall Cavendish Children,",jcbk,ncfic,NA,net,2018-01-01T00:00:00.000,1,Vacations Juvenile fiction, Trees Fiction, Ferrets as pets Juvenile fiction, Family life Maine Fiction, Maine Juvenile fiction,,,,,,,,,,,,,,,,,
1355249,The patient in room 18,"Eberhart, Mignon Good, 1899-1996",786200863,1994,"Thorndike Press,",acbk,cs1malf,NA,cen,2018-11-01T00:00:00.000,1,Large type books, Detective and mystery fiction,,,,,,,,,,,,,,,,,,,,
3297365,Spinning,"Walden, Tillie, 1996-","1626727724, 1626729409, 9781626727724, 9781626729407",2017,"First Second,",acbk,nycomic,NA,qna,2018-10-01T00:00:00.000,1,Walden Tillie 1996 Comic books strips etc, Walden Tillie 1996 Childhood and youth Comic books strips etc, Figure skaters Comic books strips etc, Lesbian teenagers Comic books strips etc, Coming out Sexual orientation Comic books strips etc, Cartoonists Cartoons and comics, Women figure skaters Cartoons and comics, Coming of age Cartoons and comics, Women Cartoons and comics, Graphic novels, Autobiographical comics,,,,,,,,,,,
2533787,Ways to live forever,"Nicholls, Sally, 1983-","0545069483, 0545069491, 9780545069489, 9780545069496",2008,"Arthur A. Levine Books,",jcbk,ncfic,NA,mgm,2018-06-01T00:00:00.000,1,Leukemia Juvenile fiction, Authorship Juvenile fiction, Family life Fiction, Death Juvenile fiction,,,,,,,,,,,,,,,,,,
288228,Peruvian textiles: examples of the pre-Incaic period,"Metropolitan Museum of Art (New York, N.Y.)",,1930,"[publisher not identified],",arbk,cs8r,NA,cen,2018-04-01T00:00:00.000,1,Indian textile fabrics Peru, Peru Antiquities, Peru Civilization,,,,,,,,,,,,,,,,,,,
3227573,English for everyone. Course book. Level 1 beginner,"Harding, Rachel (English teacher)","1465447628, 146544940X, 9781465447623, 9781465449405",2016,"Dk Publishing,",bcbk,naeslb,NA,idc,2018-06-01T00:00:00.000,1,English language Textbooks for foreign speakers, English language Terms and phrases, English language Self instruction, English language Programmed instruction, Adult education,,,,,,,,,,,,,,,,,
1961534,Bauhaus textiles : women artists and the weaving workshop,"Weltge-Wortmann, Sigrid",500280347,1998,"Thames and Hudson,",acbk,canf,NA,cen,2018-12-01T00:00:00.000,1,Bauhaus, Textile design Germany History 20th century, Women textile designers Germany, Hand weaving Germany History 20th century,,,,,,,,,,,,,,,,,,
2560411,Cadillac Records,"Tristar ; Sony Music Film ; Parkwood Pictures ; produced by Andrew Lack, Sofia Sondervan ; written & directed by Darnell Martin.","1435953983, 9781435953987",[2009],"Sony Pictures Home Entertainment,",acdvd,nadvd,Floating,rbe,2018-01-01T00:00:00.000,1,Chess Leonard 1917 1969 Drama, Chess Records Firm Drama, Sound recording executives and producers Drama, Blues Music Drama, Rock music Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Musical films,,,,,,,,,,,,,
3338940,After Anna,"Scottoline, Lisa","125009965X, 1250185238, 9781250099655, 9781250185235",2018,"St. Martin's Press,",acbk,nafic,NA,bal,2018-07-01T00:00:00.000,1,Teenage girls Crimes against Fiction, Murder Fiction, Stepfamilies Fiction, Thrillers Fiction,,,,,,,,,,,,,,,,,,
3174947,"Otter : hello, sea friends!","Garton, Sam","0062366602, 0062366610, 9780062366603, 9780062366610",[2016],"Balzer + Bray, an imprint of HarperCollinsPublishers,",jcbk,ncrdr,Floating,mgm,2018-05-01T00:00:00.000,1,Marine animals Juvenile fiction, Otters Juvenile fiction, Teddy bears Juvenile fiction, Schools Juvenile fiction, Individuality Juvenile fiction, Friendship Juvenile fiction,,,,,,,,,,,,,,,,
3361160,Round to ours : setting the mood and cooking the food : menus for every gathering,"Jackson, Laura (Television presenter)","1849499594, 9781849499590",2017,"Quadrille Publishing,",acbk,nanf,NA,swt,2018-11-01T00:00:00.000,1,Cooking, Entertaining, Cookbooks,,,,,,,,,,,,,,,,,,,
79213,Chile; official standard names approved by the United States Board on Geographic Names.,United States. Office of Geography,,1967,"[publisher not identified],",arbk,caref,NA,cen,2018-02-01T00:00:00.000,1,Chile Gazetteers,,,,,,,,,,,,,,,,,,,,,
1389576,On flirtation,"Phillips, Adam, 1954-",674634373,1994,"Harvard University Press,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,1,Psychoanalysis, Psychoanalysis and literature,,,,,,,,,,,,,,,,,,,,
59007,How CBS tried to kill a book.,"Efron, Edith, 1922-",840212801,[1972],"Nash Pub.,",acbk,canf,NA,cen,2018-12-01T00:00:00.000,1,Efron Edith 1922 News twisters, CBS News,,,,,,,,,,,,,,,,,,,,
